ID_N;VERSION;SECTOR;TEXTO;MARCA;CANAL;AWARENESS;EVALUATION;PURCHASE;POSTPURCHASE;AMBIGUO;NC2;PRODUCT;PRICE;PROMOTION;PLACE;NC2;ODIO;TRISTEZA;TEMOR;INSATISFACCION;NC2;SATISFACCION;CONFIANZA;FELICIDAD;AMOR;ODIO;TRISTEZA;TEMOR;INSATISFACCION;NC2;SATISFACCION;CONFIANZA;FELICIDAD;AMOR;ODIO;TRISTEZA;TEMOR;INSATISFACCION;NC2;SATISFACCION;CONFIANZA;FELICIDAD;AMOR
827432833375404032;1;RETAIL;@thexikipeke pero enorme que se ve desde desde todo MediaMarkt xDDDD es lo máximo que he visto.;MEDIAMARKT;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827448740663459840;1;RETAIL;@TimoteoPrez @okdiario Pues a Carrefour deberian hacerle lo mismo. Engañan continuamente... ???????????? Sobre todo en cantidad y precios.;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827330613464145920;1;RETAIL;@TinCastro15 tres sobres tang y un paquete de yerba carrefour;CARREFOUR;Microblog;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827247382958055424;1;RETAIL;@TooChanelForYa cuando me piensas llevar a mediamarkt? Para cuando me lleves me he cargado la pantalla;MEDIAMARKT;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827259643223093248;1;RETAIL;@Tounes02 40DT a Carrefour de la Marsa;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827286082916118528;1;RETAIL;@Urdintxu93 y fiestuki patrocinada x ikea;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827234864504123392;1;RETAIL;@uvemayuscula estoy poniéndole megatron al golf, voy a entrar a doscientos cien por la salida del parking del Alcampo.;ALCAMPO;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827277226785796096;1;RETAIL;@valeenjuarez son lo mejor del mundo, los venden en carrefour;CARREFOUR;Microblog;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827244870712565760;1;RETAIL;@Vegadona @Mercadona para  cuando este producto en Valladolid? Viva la espelta ??????;MERCADONA;Microblog;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827430822886121472;1;RETAIL;@verachik en farma o en el mercadona mismo tienes!Yo siempre llevaba en el bolso d la silla(bue aun el otro se hizo chichon tamaño d cuenca);MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827266675204464640;1;RETAIL;@verogex Ah pues no es caro, y tampoco está tan mal, yo a veces también me pilló en el Carrefour, pero vamos, lo otro es distinto nivel...;CARREFOUR;Microblog;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827331779694624768;1;RETAIL;@VeruKaTrip @SalgadoPao @IKEA @Publix vaya pronto no se prive jaja !!;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827326470053838848;1;RETAIL;"@VeruKaTrip lo primero que hago es ir a  @IKEA y al entrar le digo ""te extrañe!!!"" ??";IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827292560603373568;1;RETAIL;@vitunden pero las mías no tienen cáscara si son del mercadona;MERCADONA;Microblog;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827325448489164800;1;RETAIL;@williswallas google, samsung, zara y mercadona me empobrecen a tope. Seran mamones! XD;MERCADONA;Microblog;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827244686876221440;1;RETAIL;@xX_SuareZ_Xx no digo que sean feS pero me parecen las típicas de estar por casa del Decathlon;DECATHLON;Microblog;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827398812935168001;1;RETAIL;@yuKz_ @eddsos jajaja Ikea es una tienda de muebles sueca a precios razonables ?? hay cosas mejores que ver por aqui ??;IKEA;Microblog;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827349523504717824;1;RETAIL;@zekesito90 @Mercadona Eso te pasa por comprar en el supermercado más corrupto de España.;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827363536108191746;1;RETAIL;"[00:46] Lari Del Lavo: Por si no te enteraste en el carrefour hay promo de cervezad
[23:50] Sari Peralta: En Carrefour hay promo de birraa";CARREFOUR;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827300250415144960;1;RETAIL;| Por qué el Mercadona JAJAJAJ;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827441543711703040;1;RETAIL;¡¡ RECUERDA que mañana Sábado 4 estaremos en TiendAnimal Jerez en C.C. Luz Shopping-IKEA de 11 a 14h y de 18 a 21h ¡¡ Ven a Conocerlos !!;IKEA;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827294907194888193;1;RETAIL;¡Buena iniciativa Carrefour! La información sobre las condiciones de producción y la trazabilidad son pilares para… https://t.co/jCne7YEoVR;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827220246914285568;1;RETAIL;¡CHOLLAZO! Microondas Candy (20L, 1200W, 6 niveles de potencia) sólo 55€ en Amazon. En ECI y MediaMarkt cuesta 95€ https://t.co/T8pAtzRvmY;MEDIAMARKT;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827258130446774272;1;RETAIL;¡El Diario de PassoProducciones está disponible! https://t.co/aWFb3LOigj #mercadona #carne;MERCADONA;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827262947512639495;1;RETAIL;¡Es momento de aprovechar las Rebajas de IKEA! Busca tu banco para TV HEMNES en tu Tienda o Punto IKEA más cercano.… https://t.co/s1RGXrUIX7;IKEA;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827258534203002884;1;RETAIL;¡O panga! Menos mal. Figuraos, ahora que la ha retirado Carrefour y todo, que ya os digo, cómo será para que la haya retirado Carrefour…;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827442815848370177;1;RETAIL;¡Ya está disponible en Carrefour.es el nuevo  @SamsungEspana #GalaxyA! ????  https://t.co/4znEHngsCR https://t.co/GQ0QMhnPPx;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827305343864684548;1;RETAIL;¿¿¿¿¿¿Cuándo vais a sacar yogures proteicos de otro sabor que no sea solo fresa??????? @Mercadona;MERCADONA;Microblog;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827210328350003200;1;RETAIL;"¿A qué sabe Ikea en San Valentín? ¡Que no te lo cuenten! ?? Enamórale con una experiencia inolvidable. @gasteizon 
R… https://t.co/Hsfd5GTvFA";IKEA;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827354689196933120;1;RETAIL;"¿Buscas chanclas para el verano&quot; Consulta las alternativas de Decathlon https://t.co/hA6sT9ky7D https://t.co/WkUx081zxB";DECATHLON;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827429628813926401;1;RETAIL;¿Fabrica IKEA la mejor #arquitectura del año? #FundaciónIKEA @anatxuz https://t.co/s0EyE33wl1 @el_pais;IKEA;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827245441616068608;1;RETAIL;¿Has visto ya la colección de Kit Neale para @IKEA ? https://t.co/rJMWYvY8FR @IKEASpain;IKEA;Microblog;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827202544283811840;1;RETAIL;¿Persuasión o información? Ikea y la publicidad nativa https://t.co/2EhW3ZnieU vía @UNIRrevista;IKEA;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827230360899616768;1;RETAIL;"¿Prefieres IKEA o muebles mexicanos?
#EstarInformado https://t.co/wrHIZKdddX";IKEA;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827427710792302592;1;RETAIL;¿Sabes el slogan del Mediamarkt, verdad? Pues yo tampoco lo soy :-P https://t.co/R2RxoTdZNh;MEDIAMARKT;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827215725882257408;1;RETAIL;¿Sabes qué significan los nombres de los productos de Ikea? https://t.co/PTYvW1OrO5 via @YahooNoticias;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827420663120015361;1;RETAIL;¿Tacaño yo? El millonario dueño de Ikea compra los yogures a punto de caducar | ICON | EL PAÍS https://t.co/M73pkTBevV;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827245224917348352;1;RETAIL;'¿Te da lo mismo Mercadona que Late Motiv?' #Likes207 https://t.co/XmcfnXduDm;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827432132729569280;1;RETAIL;"¿Tendremos que verlas?
 La famosa bolsa azul Ikea, en venta 1.600 euros (y solo para hombres)  https://t.co/NAZovUQV23 vía @eleconomistaes";IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827447839315853312;1;RETAIL;+Decathlon España ha presentado su nuevo blog sobre medio ambiente https://t.co/mOJmdlcN1i;DECATHLON;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827406039767093248;1;RETAIL;? Alcampo, el supermercado online más barato: Según la OCU, comprar en Alcampo.es sale un 15% más económico que… https://t.co/9owYOeQpaI;ALCAMPO;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827227986835435520;1;RETAIL;??Hilo sobre el patriarcado en el carrefour??;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827402496431656960;1;RETAIL;07:20 Colaboramos con @BomberosGranada que se encuentran interviniendo en incendio en #Carrefour #Zaidín https://t.co/x41kMiYSan;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827416008931549184;1;RETAIL;10 CAPRICHITOS EN LAS NOVEDADES IKEA  https://t.co/rbdxj1pSyz https://t.co/0wknFEKPLj;IKEA;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827199328787824643;1;RETAIL;10 productos de IKEA más vendidos en España https://t.co/px1z9KBPPL https://t.co/WDYT2y0a7E;IKEA;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827270017343377408;1;RETAIL;11 cosas que no sabías del fundador de Ikea https://t.co/tjSEJfUDAI vía @libre_mercado;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827263804471808001;1;RETAIL;11/10 por el polar del decathlon;DECATHLON;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827260858157797377;1;RETAIL;"15h fuera de casa, 1h d atasco, 9 d trabajo, 2kms de nado, 900kcal menos, 60l gasolina, 30' en Mercadona..

Luego las mates dicen q no valen";MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827339706056790016;1;RETAIL;3)de bebe me caí del #chango del carrefour y mi abuela se sintió re culpable hasta el dia de hoy;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827269771682930688;1;RETAIL;30.000 KILOS PARA CASTILLA Y LEÓNDehesa Grande suministrará a Carrefour carne de ternera de la comarca de Vitigudin… https://t.co/dc56S7kpMy;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827339009009577984;1;RETAIL;4 chairs - IKEA HENRIKSDAL $40 (san carlos) $40 https://t.co/VIKhgGyx0p;IKEA;Microblog;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827212110992125953;1;RETAIL;4 Razones del Uso de Cremas Sin Parabenos Mercadona Para La Salud Integral Lamentablemente en https://t.co/BWekdi7pZh #cremassinparabenos;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827349514495336449;1;RETAIL;5 Tips para Saber que es un Nominal AC en el Suelo Laminado AC5 Leroy Merlin Una prueba de la du https://t.co/8Lbwbtgthc #suelolaminadoac5;LEROY MERLIN;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827451908688322560;1;RETAIL;a cualquier sitio que te apuntes INTERNET ¡¡¡¡¡ sea  MERCADONA.....  CARREFOUR: me siento perdido;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827196190294941696;1;RETAIL;A cuantos más nos chupa un huevo carrefour? https://t.co/psBmZ5rNf9;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827393285589082113;1;RETAIL;A los tuiteros que porque se acerca San Valentín vais a mercadona y os ponéis en la cola con una caja de condones, no engañais a nadie.;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827316442437660672;1;RETAIL;A mercadona no da crema #Palíndromo;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827255271210627074;1;RETAIL;A que hueles ? — A monogotas de vainilla del Mercadona ?? https://t.co/T17Eo5FDVm;MERCADONA;Microblog;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827299263310864384;1;RETAIL;Aaay q pelotas son y q borregos son todos con todos, es horroroso. Es como juntar a todo ikea en un concurso! #Gala6GHVIP5;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827205952499830785;1;RETAIL;Accidente en Lavedra dirección entrada altura Carrefour #atascazo también en dirección salida por efecto miron;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827409845850619904;1;RETAIL;Acostarse a las 2am montando muebles de ikea no es buena idea...??????;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827216304922906624;1;RETAIL;"Ahora de pronto a Carrefour le preocupa el medioambiente de Vietnam, y yo que me le creo... Panga=comida basura
#desPANGAdosMVT";CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827193761776140288;1;RETAIL;Ahorráte el IVA en Carrefour en más de 1000 ... - https://t.co/rJTn07lXY8  #Lenovo #LG #Samsung… https://t.co/EbFjbZZX6j;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827249683139530753;1;RETAIL;Al adquirir tu dormitorio en IKEA del 1 al 28 de febrero te regalamos 10% en cheque de compra. Condiciones en… https://t.co/YYpMx2dwcA;IKEA;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827316605885505536;1;RETAIL;Al lado de donde doy el curso hay un lidl, mercadona y bk. Ay mi madre;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827451641540571136;1;RETAIL;Albergue para refugiados de @Ikea y la @ONU_es , el mejor diseño de 2016 https://t.co/BLaXLdePc7 . Muy bien @perioLista !;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827320701551939584;1;RETAIL;Albergue para refugiados de Ikea y la ONU, mejor diseño del 2016 https://t.co/n1S1k9gQpA;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827201812105220100;1;RETAIL;"Alcampo es el supermercado por internet más barato en España según el estudio de la OCU
https://t.co/n8QeS66BPd https://t.co/EpD8Nsjlcr";ALCAMPO;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827259017399410689;1;RETAIL;Alcampo y Carrefour, los supermercados online más baratos según la OCU #Alcampo https://t.co/qj6IGwoZ6s;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827406065859862528;1;RETAIL;Alcampo, el supermercado online más barato https://t.co/O3KfO2rBGF;ALCAMPO;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827204958168739840;1;RETAIL;"alguien: de donde compras ropa?
yo: mercadona";MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827288103656239104;1;RETAIL;alguna vez has robado algo? (Además de corazones) — Sí, phoskitos en el mercadona de pequeña (y sin dar... https://t.co/Df8OzUh7ti;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827437486620233729;1;RETAIL;Amo a IKEA e IKEA me ama;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827212999127605249;1;RETAIL;Amo el mercadona;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827240575606935553;1;RETAIL;Amor eterno al té de melocotón del Mercadona.;MERCADONA;Microblog;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827300696198377477;1;RETAIL;ANUNCIAN EVENTO CARREFOUR 10K PARA ESTE DOMINGO https://t.co/Aq1DMErk9E;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827407426743738368;1;RETAIL;Añadid batidos de lejía que yo por la mañana quiero desayunar bien @Mercadona;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827223737502224384;1;RETAIL;Aplique los Vinilos Decorativos Leroy Merlin con Variedad de Modelos!! Los vinilos decorativos https://t.co/ItOHa2UHh5 #vinilosdecorativos;LEROY MERLIN;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827245735146057728;1;RETAIL;"Aprende con  nosotros a vivir de tu pasión!  ???????? con Dj Furia
#dj #Djproducer
#DjFuria #MediaMarkt
#denondj... https://t.co/8OzfJLYMQT";MEDIAMARKT;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827445833901731840;1;RETAIL;Aqui el rey de Azgeda y su paraguas del Ikea https://t.co/TzzqCGnXj0;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827211358991216640;1;RETAIL;Arquitectura: premio a IKEA x su casa para refugiados - Paperblog https://t.co/VvuEeq3vRV;IKEA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827240939865374722;1;RETAIL;Así es la crisis en Grecia: un español pasea una franquicia Carrefour vacía de productos y empleados https://t.co/AQZxjEXHun;CARREFOUR;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827222660270714883;1;RETAIL;"Así nacieron los bombones que arrasan en Mercadona
https://t.co/ddFISrRHku https://t.co/PR8ebfI8vN";MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827253974998855680;1;RETAIL;Así te va a empezar a vender la carne Mercadona https://t.co/TnQxVZsx8g vía @ElHuffPost;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827453363377827840;1;RETAIL;Avance del nuevo catálogo de IKEA Jardín 2017: inspiración para la primavera https://t.co/spGQGXr0Wc https://t.co/MKm7WVGBmU;IKEA;Microblog;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827304115252424706;1;RETAIL;Ay AMIIIIIIGA el mercadona no me satisface. CAYETANA VIAJA A EROSKI.;MERCADONA;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827385907414052867;1;RETAIL;Ayudante Vendedor Charcuteria PIO XII (Madrid): Alcampo Location : Madrid M ES ¿Quieres desarrollar tu carrera... https://t.co/b57l3fwiAn;ALCAMPO;Microblog;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
827411756997750784;1;RETAIL;Batidos Para Adelgazar Mercadona https://t.co/yaauGrXwSY #batidos #shake #proteinas #adelgazar https://t.co/JP6ziaDljh;MERCADONA;Microblog;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
